Id,target,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
48090,0,0.021409246,87y,0,5.0,,1,0,0,0,
131437,0,0.06876704,24y,0,0.003426613,1750.0,2,0,0,0,0.0
18452,1,0.98960208,48y,0,0.5106382979999999,1973.0,1,1,0,1,0.0
125350,0,0.436392436,35y,0,0.269064748,6949.0,11,0,0,1,1.0
79693,0,0.036182797,48y,0,0.533189589,6492.0,18,0,3,0,1.0
2970,1,0.0,43y,0,0.454052007,7921.0,4,0,1,3,1.0
65929,0,0.085002818,46y,0,0.106394509,5535.0,9,0,0,0,0.0
137683,0,4.59e-05,29y,0,0.189072693,8583.0,13,0,1,0,0.0
107221,0,0.469550991,33y,0,2624.0,0.0,9,0,2,0,1.0
30084,0,0.186945326,68y,0,1545.0,,13,0,2,0,0.0
1932,0,0.223677632,35y,0,0.375291634,9000.0,7,0,1,0,0.0
97842,0,0.7986006999999999,29y,0,0.127840048,3300.0,4,0,0,0,0.0
20487,0,0.123285669,69y,0,0.1086956519999999,7083.0,8,0,0,0,0.0
81100,0,0.2355241739999999,63y,0,0.299534961,12041.0,18,0,2,0,0.0
94209,0,0.002440976,73y,0,0.306309958,7400.0,15,0,2,0,1.0
82281,0,0.032246466,33y,0,0.005441824,7717.0,6,0,0,0,0.0
4284,0,0.058518247,54y,0,0.537900875,4801.0,7,0,1,0,0.0
129582,0,0.000686095,84y,0,0.000518403,1928.0,9,0,0,0,0.0
148386,1,0.9999999,77y,2,1.035065484,2366.0,3,0,2,2,0.0
63013,0,0.023033134,39y,0,0.2014388489999999,1250.0,19,0,0,0,0.0
138888,0,0.9999999,63y,2,0.3540768829999999,5800.0,4,2,1,1,0.0
30712,0,0.050632329,68y,0,0.145054607,6500.0,12,0,1,0,0.0
146207,0,0.139675167,56y,0,0.8936430320000001,1635.0,12,0,0,0,0.0
109661,0,0.0129271619999999,62y,0,0.0902797809999999,10400.0,7,0,2,0,0.0
57735,0,0.533189755,39y,0,0.415662651,3651.0,8,0,1,0,2.0
65252,0,0.001181711,75y,1,824.0,,11,0,1,0,0.0
75189,0,0.15275572,32y,0,0.04014767,2166.0,7,0,0,0,3.0
14649,0,0.2507306569999999,27y,1,3.2196339430000003,600.0,3,0,1,0,0.0
14135,0,0.8598928020000001,61y,1,0.248577478,15113.0,6,0,1,0,2.0
133973,0,0.078755189,42y,0,0.689517281,3500.0,6,0,1,0,0.0
43706,0,0.0434062609999999,48y,1,0.301629238,9083.0,8,0,1,0,3.0
57406,0,0.022929717,38y,0,1722.0,,7,0,1,0,0.0
118986,0,0.226502001,80y,0,0.246876562,6002.0,16,0,0,0,0.0
101805,0,1.008328706,27y,0,1.572951366,1500.0,4,0,1,2,0.0
71743,0,0.000222217,64y,0,0.1682265419999999,4166.0,7,0,1,0,0.0
131757,0,0.063672585,47y,0,0.388079679,12700.0,25,1,3,0,3.0
67724,0,0.007474813,74y,0,0.0019995,4000.0,2,0,0,0,0.0
124577,0,0.058702332,51y,0,0.824369348,2100.0,8,0,1,0,2.0
79798,0,0.093717341,56y,0,0.245927248,4480.0,12,0,1,0,0.0
1547,0,0.9999999,83y,0,0.0,9704.0,4,0,0,0,0.0
44674,0,0.1214324669999999,41y,1,0.42789015,6080.0,4,0,1,0,0.0
99466,0,0.705131478,43y,2,543.0,,5,0,0,0,2.0
148092,0,0.360575274,79y,1,0.398769336,11700.0,14,0,1,0,0.0
48542,0,0.646670666,30y,0,0.136715821,4000.0,2,1,0,0,1.0
33682,1,0.447340382,26y,0,935.0,,9,0,0,0,0.0
2500,0,0.146229201,51y,0,1.471404775,1800.0,18,0,1,0,0.0
138442,1,0.961038961,49y,2,0.212248608,8800.0,3,0,1,3,1.0
32126,0,0.0,35y,0,127.0,,4,0,0,0,0.0
8633,0,0.048180245,57y,0,4562.0,,9,0,1,0,0.0
97021,0,0.0,83y,0,0.0001904579999999,10500.0,8,0,0,0,0.0
91784,0,0.444359171,61y,0,0.7209786570000001,1920.0,8,0,0,0,0.0
35529,0,0.0,62y,0,467.0,,6,0,1,0,0.0
18132,1,0.6897470040000001,30y,1,0.3495440729999999,6250.0,8,1,2,1,0.0
128810,0,0.611369184,35y,0,0.139988607,7021.0,9,0,0,0,2.0
106521,0,0.14839152,61y,0,77.0,,4,0,0,0,0.0
114496,0,0.1902275269999999,63y,0,0.523702032,3100.0,8,0,1,0,0.0
36085,0,0.007413918,57y,0,0.21670685,7050.0,10,0,1,0,3.0
46890,0,0.034060371,87y,0,16.0,,1,0,0,0,0.0
110652,0,0.031958081,47y,0,0.462046764,5901.0,17,0,1,0,1.0
79744,0,0.280656876,54y,0,0.2447904,12332.0,9,0,2,0,0.0
106308,0,0.0,69y,0,0.131816051,19200.0,4,0,2,0,0.0
106147,0,0.0,44y,0,0.014496376,4000.0,3,0,0,0,3.0
22946,0,0.045448864,74y,0,52.0,,7,0,0,0,
18553,0,0.263112984,70y,0,0.142844293,11116.0,9,0,2,0,0.0
80433,0,0.058505544,80y,0,0.348825587,2000.0,11,0,1,0,0.0
77474,0,0.9999999,32y,0,0.160946351,3000.0,3,0,0,0,4.0
27679,0,0.587657206,40y,2,0.404337556,4656.0,5,0,1,0,3.0
27128,0,0.099843956,62y,0,3065.0,,18,0,2,0,1.0
106206,0,0.1869840539999999,47y,0,0.500534655,10286.0,18,0,2,0,0.0
61964,0,0.190965755,56y,0,0.336665834,4000.0,11,0,1,0,0.0
17032,0,0.007157644,58y,0,0.06591372,5400.0,9,0,0,0,0.0
70565,0,0.409636049,65y,0,0.594361671,6845.0,26,0,1,0,0.0
75576,0,0.7251160390000001,45y,0,0.52308528,1840.0,8,0,0,0,3.0
149635,0,0.064944918,31y,0,0.161295852,5833.0,8,0,0,0,2.0
148355,0,0.2172906289999999,61y,0,0.824696476,3376.0,8,0,2,0,0.0
94728,0,0.04273465,51y,0,0.38661297,7200.0,10,0,2,0,2.0
59943,0,0.053222777,65y,0,0.00707623,6217.0,6,0,0,0,0.0
15031,0,0.9999999,45y,0,2.096814491,1600.0,2,0,1,0,0.0
4076,0,0.087912088,75y,0,0.119510439,4166.0,3,0,0,0,1.0
30668,0,0.105289942,56y,0,0.4314334689999999,9333.0,15,0,2,0,1.0
21666,0,0.01810795,57y,1,0.354489892,4253.0,10,0,1,0,0.0
21404,0,0.0,59y,0,2534.0,,6,0,1,0,2.0
118593,0,0.0,52y,0,0.276574475,3000.0,13,0,0,0,2.0
109984,0,0.33260133,78y,0,0.516928819,3750.0,32,0,0,0,0.0
99044,0,0.098193244,47y,0,1953.5,1.0,9,0,2,0,3.0
106961,0,0.342764815,52y,1,0.302979801,15000.0,15,0,2,0,1.0
112353,0,0.172331931,33y,0,1931.0,,13,0,1,0,0.0
140099,0,0.224462955,57y,0,322.0,,3,0,0,0,0.0
30602,0,0.066286186,38y,0,0.187007496,15608.0,20,0,1,0,0.0
57570,0,0.273860617,47y,0,0.659053834,1225.0,10,0,0,0,1.0
54160,0,0.0,63y,0,0.411578517,9793.0,11,0,2,0,0.0
105032,0,0.030432109,30y,0,0.215586906,7300.0,16,0,2,0,0.0
147079,0,0.02687332,68y,0,125.0,,5,0,0,0,0.0
124913,0,0.207869803,63y,0,1961.0,,5,0,2,0,0.0
32577,0,0.04349757,65y,0,0.270072993,4246.0,6,0,1,0,1.0
49839,0,0.080245988,68y,1,2941.0,,7,0,1,0,1.0
125663,0,0.980485207,52y,0,0.180487805,5534.0,9,0,0,0,0.0
30470,1,0.9999999,55y,0,52.0,,3,2,0,0,0.0
85049,0,0.056147559,63y,0,0.319034048,6666.0,16,0,2,0,0.0
101874,0,0.015553395,44y,7,0.12704148,6918.0,8,0,0,0,0.0
41067,0,0.122967127,54y,0,0.284355566,8200.0,15,0,2,0,1.0
98264,0,0.405348266,49y,0,0.372508732,4866.0,4,0,1,0,1.0
84997,0,0.643452183,46y,0,0.0880964869999999,1906.0,7,0,0,0,0.0
97385,0,0.002152359,44y,0,1.0,,5,0,0,0,4.0
46170,0,0.303877854,28y,0,0.141687433,2808.0,9,0,0,0,0.0
82683,0,0.144185581,64y,0,0.083194676,600.0,4,0,0,0,0.0
59785,0,0.003187756,59y,0,0.001685204,8900.0,15,0,1,0,3.0
20820,0,0.169297261,42y,0,0.328329298,2064.0,9,0,0,0,0.0
103952,0,0.021884486,58y,0,0.37268623,8859.0,11,0,3,0,1.0
29358,0,0.037188929,62y,0,0.585467003,5545.0,19,0,2,0,0.0
64375,0,0.831056315,23y,0,447.0,,2,0,0,0,
146900,0,0.616946102,63y,0,0.7471640490000001,4583.0,9,0,2,0,0.0
28994,0,0.028396526,65y,0,1014.0,,7,0,1,0,0.0
38196,0,0.007230668,66y,0,0.139817629,6250.0,9,0,1,0,0.0
114592,0,0.989661601,50y,0,0.521895621,5000.0,10,0,2,0,0.0
126193,0,0.708681302,66y,2,0.38628731,26500.0,18,0,2,0,1.0
149583,0,0.217267086,53y,0,0.173495755,2708.0,9,0,0,0,0.0
38611,0,0.048625334,66y,0,4715.0,,7,0,2,0,0.0
103472,0,0.235860259,59y,0,0.105759429,3923.0,5,0,0,0,0.0
136430,0,0.360449385,46y,0,2415.0,,4,0,2,0,3.0
70209,0,0.002862215,70y,0,0.179280111,4333.0,9,0,1,0,0.0
129944,0,0.067267706,41y,1,1499.0,,10,0,1,0,0.0
138898,0,0.020567988,75y,0,29.0,,7,0,0,0,0.0
23080,0,0.279897762,29y,0,0.389790637,4250.0,10,0,1,0,1.0
26928,1,0.428018557,38y,1,535.0,,7,0,0,0,0.0
65616,0,0.0,54y,0,581.0,,4,0,0,0,0.0
70305,0,0.327561224,39y,0,0.4455554439999999,10000.0,16,0,2,0,1.0
79224,0,0.691448065,41y,0,0.13952455,4500.0,3,0,0,2,4.0
89002,0,0.011118371,75y,0,2.584980237,505.0,12,0,1,0,0.0
64943,0,0.398237516,52y,0,0.2311015119999999,8333.0,5,0,1,0,3.0
46262,0,0.016206305,62y,0,0.300761277,8800.0,15,0,1,0,1.0
92525,0,0.107422314,79y,0,0.027228249,4700.0,3,0,0,0,0.0
103513,0,0.463211501,45y,0,0.421440456,4206.0,12,0,1,0,1.0
134639,0,0.9999999,44y,0,0.062822953,3676.0,2,0,0,0,5.0
50582,0,1.015796841,40y,0,0.187272338,4666.0,2,0,1,0,0.0
24677,0,0.292807807,35y,0,0.374805599,4500.0,9,0,1,0,2.0
79308,0,0.035732656,51y,0,0.019585898,1786.0,3,0,0,0,0.0
98534,0,0.4391797329999999,41y,0,1.913651566,3288.0,8,0,5,0,2.0
25586,0,0.4750033329999999,50y,0,0.152271212,10500.0,3,0,1,0,0.0
146655,0,0.0240431329999999,87y,0,27.0,,7,0,0,0,
61494,0,0.02407386,54y,0,1.30697928,1833.0,13,0,2,0,0.0
10823,0,0.112575951,45y,0,0.537486418,2760.0,5,0,1,0,0.0
16749,0,0.029974624,53y,0,1630.0,,17,0,2,0,0.0
63682,0,0.0085554669999999,62y,0,8.0,,3,0,0,0,0.0
109351,0,0.106746043,62y,0,0.306923269,4000.0,14,0,1,0,0.0
112132,0,0.84207847,44y,0,0.565326062,4400.0,9,0,1,0,0.0
14405,0,0.381840292,29y,0,0.251216348,6165.0,6,0,1,0,1.0
21639,1,1.324594257,30y,0,58.0,,2,2,0,1,0.0
64178,0,0.040994617,45y,0,0.880730782,2900.0,12,0,1,0,0.0
62560,0,0.0064662359999999,38y,1,0.548069528,6500.0,11,1,2,0,2.0
108394,0,0.9999999,73y,0,0.0,11500.0,1,0,0,0,0.0
85598,0,0.125823247,52y,0,0.180296811,9500.0,4,0,1,0,2.0
92008,0,0.022149513,46y,0,1.047492085,6000.0,19,0,4,0,1.0
98403,0,0.57994142,63y,0,0.117197009,5750.0,5,0,0,0,0.0
127479,0,0.304544297,48y,0,0.411654575,17091.0,17,0,2,0,3.0
108752,0,0.0,45y,0,0.191391238,1300.0,7,0,0,0,2.0
86229,0,0.9999999,45y,1,0.214527275,6800.0,1,1,1,1,0.0
65835,0,0.038013445,74y,0,76.0,,6,0,0,0,
42820,0,0.017455834,42y,0,0.146694523,6700.0,14,0,1,0,0.0
126480,0,0.026709333,65y,0,0.2415758419999999,10000.0,7,0,1,0,0.0
141803,0,0.104016535,42y,0,0.437386097,3840.0,8,0,1,0,0.0
71689,0,0.519480519,35y,1,0.1036955319999999,1812.0,5,0,0,1,0.0
120466,0,0.589596456,67y,1,0.7427937920000001,7666.0,16,0,4,0,1.0
56150,0,0.9999999,63y,0,0.040662149,9000.0,5,0,0,0,0.0
127673,0,0.3831741389999999,53y,0,1.086995298,12333.0,18,0,4,0,2.0
88861,0,0.7906957040000001,46y,0,3148.0,,13,0,2,0,2.0
107724,0,0.9999999,25y,0,0.140865385,2079.0,1,0,0,0,0.0
3850,0,0.7422707540000001,29y,0,904.0,,9,0,0,0,0.0
14757,0,0.052537701,68y,0,560.0,,2,0,0,0,0.0
69494,0,0.439253607,50y,1,0.340798281,12100.0,16,0,1,0,4.0
93963,0,0.094276736,31y,0,0.626446861,2850.0,6,0,1,0,0.0
30094,1,0.06715899,48y,0,0.7820132390000001,4380.0,18,0,1,0,0.0
35537,0,0.045992924,30y,0,8.0,,2,0,0,0,
5093,0,0.787588318,46y,0,0.648235054,4900.0,15,0,1,0,2.0
62463,0,0.266545742,43y,0,0.074096206,6693.0,4,0,0,0,3.0
84926,1,0.3720304129999999,38y,0,1.005247243,11243.0,9,0,6,0,1.0
53100,0,0.63570578,38y,0,0.290236588,3000.0,7,0,0,0,5.0
142794,0,0.042162894,58y,1,0.372719481,8166.0,23,0,2,0,0.0
142210,0,0.047800863,63y,0,0.285074388,6250.0,8,0,1,0,1.0
66516,0,0.6815874479999999,43y,1,3003.0,,10,0,1,1,0.0
83008,0,0.184744641,52y,1,2.471264368,2000.0,14,0,4,0,0.0
37944,0,0.142232221,34y,0,0.205555556,4319.0,4,0,1,0,1.0
83531,0,0.049761208,70y,0,1.119094045,6666.0,20,0,4,0,0.0
35367,0,0.743548325,47y,0,1.150433276,2884.0,7,0,1,0,1.0
129943,0,0.009998649,63y,0,0.64659814,2042.0,5,0,1,0,0.0
8637,0,0.062315349,46y,0,41.0,,4,0,0,0,0.0
5344,0,0.260711958,74y,0,0.643340194,3400.0,18,0,2,0,0.0
133142,0,0.101982848,81y,0,173.0,,6,0,0,0,
63337,0,0.085756687,75y,0,1605.0,,11,0,2,0,
85532,0,0.00853373,49y,0,0.298540292,5000.0,7,0,1,0,2.0
49262,0,0.269994255,52y,0,0.264863886,16566.0,14,0,4,0,0.0
9353,0,0.252510621,39y,0,0.644671066,5000.0,22,0,1,0,1.0
27268,1,0.9999999,44y,0,0.562771818,3448.0,1,1,1,0,0.0
122949,1,0.969037252,60y,7,0.383110835,6441.0,7,0,2,0,2.0
4271,0,0.9999999,41y,0,0.223476298,3100.0,3,0,0,0,1.0
86425,1,1.563020544,61y,3,0.219760831,5100.0,7,3,0,4,0.0
22018,0,1.036592681,40y,2,0.21054226,3300.0,3,0,0,0,1.0
32507,0,0.822392826,51y,0,0.934454848,6300.0,8,0,2,0,0.0
120027,1,0.061622376,49y,1,0.273860911,8339.0,11,0,2,0,1.0
90070,0,0.8412192009999999,60y,0,0.8679392290000001,7700.0,17,0,2,0,0.0
3275,0,0.0,58y,0,0.317068293,10000.0,12,0,2,0,4.0
61038,0,0.0,70y,0,25.0,,2,0,0,0,0.0
33967,0,0.56737552,55y,1,0.637038286,5928.0,21,0,2,0,2.0
52963,0,0.8009978190000001,62y,1,0.273684211,7884.0,13,0,0,0,0.0
99198,0,0.987130994,53y,0,0.28761873,6000.0,4,0,2,0,2.0
123660,0,0.016898322,75y,0,0.079533768,5833.0,8,0,1,0,0.0
127366,0,0.214086097,51y,0,0.234353129,5000.0,9,0,1,0,0.0
108096,0,0.319928905,72y,0,0.397048322,4200.0,7,0,1,0,0.0
83944,0,0.460793502,35y,0,0.127404939,6600.0,5,0,1,0,0.0
132569,0,0.141521462,85y,0,0.027281817,7000.0,2,0,0,0,0.0
134772,0,0.020704003,64y,1,0.129500269,3721.0,11,0,0,0,0.0
76669,0,0.010923654,65y,0,2136.0,,12,0,2,0,0.0
127178,0,0.020934328,38y,0,0.375200099,8120.0,8,0,2,0,3.0
38857,1,0.72278005,54y,3,1.062036213,3368.0,14,0,2,0,2.0
113710,0,0.452238117,42y,0,1.237442922,656.0,5,1,0,0,0.0
114562,0,0.569043836,43y,1,0.376362364,10000.0,11,0,2,0,1.0
82530,0,0.074626866,39y,0,0.316995128,13750.0,10,0,1,0,0.0
48229,0,0.011106557,54y,0,0.21955284,7200.0,7,0,1,0,1.0
124730,0,0.010766308,60y,0,0.073314535,3900.0,6,0,0,0,0.0
51965,0,0.845415458,55y,1,0.6826516220000001,4962.0,7,0,1,0,0.0
135515,0,0.294315789,38y,0,0.170209119,5833.0,11,0,0,0,0.0
124800,0,0.0,34y,0,0.6040527929999999,7500.0,5,0,1,0,0.0
7512,0,0.225154158,66y,0,0.216623037,4583.0,3,0,1,0,0.0
83367,0,0.124929692,51y,0,0.160853942,4730.0,3,0,1,0,0.0
88085,0,0.736452709,63y,0,0.247501,2500.0,3,0,0,0,0.0
64294,0,0.38111904,53y,0,0.927276473,4853.0,9,0,3,0,2.0
32551,0,0.071226682,49y,0,0.359534884,4299.0,15,0,1,0,1.0
112667,0,0.071118482,57y,3,0.15843117,7750.0,9,0,1,0,1.0
138472,0,0.003465874,44y,0,0.27074531,5916.0,14,0,1,0,1.0
130516,0,0.182665135,53y,2,0.536551339,3583.0,9,0,3,2,1.0
91139,1,0.855642925,78y,0,0.7010764559999999,3622.0,9,1,1,0,0.0
77266,0,0.023543487,81y,0,0.0133283969999999,2700.0,8,0,0,0,0.0
10276,0,0.807897234,25y,0,0.537885096,1200.0,10,0,0,0,0.0
28813,0,0.498797136,43y,0,0.269735472,4800.0,6,0,0,0,0.0
86306,0,0.093321802,63y,0,0.096627579,11000.0,4,0,1,0,1.0
10608,0,0.010293007,62y,0,1429.0,,11,0,2,0,1.0
118780,0,0.1185145309999999,67y,0,623.0,,18,0,1,0,0.0
145551,0,0.0,40y,0,0.0,15000.0,2,0,0,0,2.0
104210,0,0.298701299,28y,0,0.015708675,2800.0,3,0,0,0,1.0
92763,0,0.204847388,36y,0,0.898431552,6566.0,6,0,2,0,2.0
91389,0,0.0434361429999999,63y,0,0.309233555,8284.0,3,0,1,0,3.0
99669,0,0.397304962,64y,0,0.312403101,9029.0,10,0,2,0,0.0
52372,0,0.477507498,37y,0,0.13180601,3360.0,2,0,0,0,1.0
723,0,0.37504998,64y,0,0.011195522,2500.0,4,0,0,0,0.0
93986,0,0.20651541,65y,0,0.881589198,3850.0,23,0,2,1,2.0
107295,0,0.354329134,50y,0,0.352866444,6296.0,7,0,1,0,2.0
109442,0,0.939608496,31y,0,0.262990877,2520.0,3,0,0,0,2.0
98655,0,0.529676978,41y,0,0.5115,7999.0,9,0,2,0,1.0
108556,0,0.119182215,40y,0,0.1969323469999999,3650.0,10,0,0,0,0.0
136479,0,0.200828453,35y,0,0.473212953,6700.0,6,0,1,0,1.0
105406,0,0.502587435,65y,0,0.144708423,4166.0,2,0,0,0,0.0
82961,0,0.0190787,62y,0,13.0,,4,0,0,0,0.0
35477,0,0.9999999,74y,0,0.0,7654.0,1,0,0,0,0.0
76653,0,0.039405757,38y,0,0.609254499,3500.0,15,0,2,0,2.0
137583,0,0.0132316339999999,59y,0,0.176935596,4300.0,13,0,1,0,0.0
41839,0,0.845689318,43y,0,0.1368967509999999,5200.0,4,0,0,0,3.0
142375,0,0.354243542,50y,0,3188.0,,6,0,1,0,0.0
10795,0,0.14385545,33y,0,0.10570544,4521.0,4,0,0,0,1.0
118799,0,0.040073277,85y,0,15.0,,3,0,0,0,0.0
135660,0,0.40582767,66y,0,0.589882397,5356.0,5,0,2,0,1.0
110101,0,0.3542357829999999,50y,0,0.405953992,6650.0,8,0,2,0,1.0
60433,0,0.167093377,43y,0,1.852895149,1916.0,12,0,1,0,0.0
50622,0,0.33758071,41y,0,0.6906546729999999,2000.0,6,0,1,0,1.0
27336,0,0.0251657829999999,47y,0,841.0,,8,0,1,0,0.0
83945,0,0.0,62y,3,1645.0,,8,0,1,0,2.0
135803,0,0.429791241,32y,0,0.175584748,3120.0,6,0,0,0,0.0
40565,0,0.575809688,44y,1,0.297933792,4500.0,10,0,0,0,1.0
23727,0,0.686810527,44y,0,0.390605055,3916.0,8,0,1,0,0.0
69781,0,0.061766005,67y,0,933.0,,5,0,1,0,0.0
17384,0,0.0964694909999999,64y,0,352.0,1.0,7,0,0,0,0.0
5478,0,0.18092044,38y,0,0.595346301,5500.0,8,0,2,0,1.0
142196,0,0.527252774,28y,0,0.660141608,2400.0,6,0,0,0,1.0
57905,0,0.175835734,79y,1,0.800369117,3250.0,8,0,1,0,0.0
60604,0,0.0973902609999999,76y,0,0.028971029,1000.0,4,0,0,0,0.0
51658,0,0.973721794,48y,0,0.0398051679999999,31000.0,9,0,1,0,5.0
70724,0,0.0,56y,1,0.035074765,5416.0,3,0,0,0,0.0
35376,1,0.984000696,43y,2,0.782817997,5400.0,8,1,2,0,2.0
34639,0,0.25689483,51y,5,0.3361639279999999,5416.0,10,0,1,0,3.0
70416,0,0.014564822,67y,0,0.0547272409999999,5700.0,6,0,0,0,0.0
125791,0,0.064901671,36y,0,0.0079984,5000.0,7,0,0,0,0.0
64630,0,0.023825904,45y,0,0.4011677279999999,9419.0,25,0,3,0,2.0
80401,0,0.9999999,28y,0,0.154922539,2000.0,1,0,0,0,0.0
120252,0,0.31936691,32y,0,0.228366136,3200.0,12,0,0,0,0.0
131506,0,0.0,44y,0,1844.0,,6,0,2,0,0.0
77017,0,0.236934208,31y,0,0.108134505,7166.0,8,0,0,0,0.0
9373,0,0.030992175,32y,0,0.314707858,7444.0,15,0,2,0,0.0
82884,0,0.144523115,36y,0,0.219546742,2117.0,3,0,0,0,0.0
25195,0,0.046189182,51y,0,0.340297252,7131.0,5,0,1,0,2.0
112583,0,0.0,55y,0,133.0,,10,0,0,0,0.0
110175,0,0.013179767,40y,0,0.717396134,4500.0,32,0,2,0,2.0
105639,0,0.232192719,75y,0,0.553144686,10000.0,25,0,3,0,1.0
25930,0,0.919970043,54y,0,0.30260529,50550.0,20,0,3,0,0.0
106783,0,0.529908855,46y,0,0.229471316,8000.0,7,0,0,0,2.0
78653,0,0.2235068039999999,77y,0,1.707154742,600.0,10,0,1,0,0.0
102458,0,0.353628409,52y,1,0.461461545,12000.0,11,0,3,0,0.0
97048,0,0.054343359,51y,0,0.548944338,2083.0,12,0,1,0,2.0
122248,0,0.038830097,76y,0,0.107763899,4082.0,5,0,1,0,1.0
89757,0,0.559821735,26y,0,0.233359133,2583.0,9,0,0,0,0.0
91950,0,0.487846633,61y,0,0.525349493,16666.0,20,0,2,0,1.0
23835,0,0.290373488,23y,0,15.0,0.0,3,0,0,0,0.0
29467,0,0.180768362,53y,0,166.0,,6,0,0,0,0.0
111520,0,0.5216722429999999,38y,2,1.224955009,1666.0,19,0,1,0,0.0
122109,1,0.916550479,52y,3,0.803691598,5200.0,17,0,2,1,0.0
51154,0,0.4644011729999999,34y,0,0.295493001,6500.0,7,0,1,0,0.0
117877,0,0.1990188989999999,31y,0,0.58322237,750.0,5,0,0,0,0.0
17784,0,0.95750085,49y,0,0.222038296,22351.0,7,0,2,0,3.0
115461,0,0.476074846,27y,0,0.061836352,1600.0,2,0,0,0,0.0
38756,0,0.113386251,51y,0,0.32792005,1600.0,3,0,0,0,0.0
5368,0,0.217738355,49y,0,2119.0,,14,0,1,0,1.0
15574,0,0.247846131,40y,0,0.170819098,12000.0,8,0,1,0,0.0
34183,0,0.446729506,30y,0,0.7055393590000001,2400.0,2,0,1,0,0.0
144802,0,0.293719042,54y,2,0.304464005,6361.0,17,0,1,0,0.0
35227,0,0.9999999,77y,0,0.0,435.0,1,0,0,0,0.0
25386,0,0.099797309,69y,0,553.0,,14,0,1,0,
109169,0,0.040252912,60y,0,1798.0,,7,0,2,0,0.0
134664,0,0.0300538029999999,33y,0,0.4167933579999999,8550.0,8,0,2,0,0.0
145914,0,0.582402335,51y,0,0.328383581,20000.0,22,0,2,0,4.0
136506,0,0.792427676,59y,0,2992.0,,6,0,1,0,0.0
81862,0,0.024271296,54y,0,0.062250499,8015.0,18,0,0,0,0.0
146516,0,0.9999999,32y,0,0.167104112,8000.0,9,0,2,0,0.0
44994,0,0.057291815,57y,0,1446.0,,8,0,2,0,0.0
60790,0,0.3000156539999999,48y,0,0.135818228,7833.0,9,0,0,0,1.0
93910,0,0.018509441,70y,0,1453.0,,6,0,1,0,0.0
104533,0,0.0033332509999999,77y,0,4.0,,6,0,0,0,0.0
15994,0,0.082145639,48y,0,0.025772051,4500.0,5,0,0,0,4.0
95789,0,0.000533321,44y,0,0.43976004,6000.0,7,0,1,0,2.0
60907,0,0.199815413,24y,2,0.7027707809999999,793.0,5,0,0,0,0.0
84635,0,0.924043404,30y,0,0.241445598,2600.0,4,0,0,0,0.0
138650,0,0.024724334,32y,0,10.0,,3,0,0,0,0.0
146134,0,0.92374874,40y,3,3122.0,0.0,6,1,2,2,2.0
91928,0,0.732204727,48y,0,0.400867761,5300.0,6,0,1,0,1.0
86116,1,0.373253493,53y,0,3.52529669,1600.0,6,3,2,0,0.0
127509,0,0.0056199369999999,77y,0,0.007874016,507.0,6,0,0,0,0.0
75374,0,0.143310388,47y,0,5425.0,,15,0,3,0,2.0
145560,0,0.8683306940000001,63y,0,0.671442852,3000.0,12,0,0,0,2.0
101734,0,0.251225816,59y,0,0.353712506,6100.0,15,0,2,0,0.0
145978,0,0.0269657679999999,46y,0,0.7004331890000001,3000.0,9,0,1,0,2.0
46116,0,0.5864706270000001,58y,0,0.8688524590000001,2500.0,10,0,2,0,1.0
93945,0,0.0034342009999999,74y,1,824.0,,13,0,1,0,0.0
14613,0,0.0,47y,0,0.963678774,3000.0,12,0,3,0,0.0
66484,0,0.0531984479999999,60y,0,0.037711592,4666.0,16,0,0,0,0.0
135534,0,0.7964101790000001,48y,1,0.28336731,8338.0,9,0,2,0,3.0
78740,0,0.274551857,57y,0,0.564585115,4675.0,15,0,1,0,2.0
11469,0,0.670047136,59y,0,0.188911023,3011.0,4,0,0,0,0.0
122803,0,0.035256373,81y,0,0.13986997,5690.0,9,0,1,0,0.0
149245,0,771.0,52y,0,0.832020997,8000.0,13,0,3,0,0.0
6975,0,0.8177694999999999,53y,0,0.5557079189999999,5833.0,15,0,0,0,6.0
10628,0,0.023628754,30y,0,0.008170676,2202.0,2,0,0,0,0.0
4325,0,0.0138707639999999,59y,0,1443.0,0.0,14,0,1,0,0.0
137262,0,0.255075295,60y,0,2646.0,,6,0,1,0,2.0
105178,0,0.003607772,60y,0,0.000887682,19150.0,2,0,0,0,0.0
60312,0,0.7331256490000001,46y,0,571.0,,1,0,0,0,0.0
120455,0,0.0,63y,0,0.166666667,5051.0,4,0,1,0,1.0
64907,0,0.7201017809999999,48y,1,0.050140581,2133.0,2,0,0,0,0.0
26930,0,0.6011475860000001,58y,0,0.459971252,16000.0,23,0,3,0,2.0
45970,0,0.1232126559999999,44y,0,0.406159384,10000.0,16,0,4,0,2.0
33149,1,0.579142403,42y,0,1.05378383,5800.0,6,0,1,0,0.0
132666,0,0.03866198,49y,0,0.338231722,8233.0,5,0,1,0,1.0
123855,0,0.055972674,37y,0,2987.0,,9,0,1,0,3.0
115507,0,0.000386808,39y,0,0.410344042,4388.0,19,0,0,0,1.0
