ID,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,target
7011,0.01,18.21,0.02,1.34,0.07,0.03,0.07,1.0,0.09,0.91,0.91,0.103,5.3,2.14,0.006,3.99,0.35,0.03,0.04,0.05,0
3910,0.25,14.41,0.68,2.71,0.02,0.47,0.36,0.02,1.41,0.34,0.004,0.05,8.44,1.47,0.003,33.26,0.63,0.03,0.19,0.04,0
4785,0.03,10.86,0.04,0.6,0.07,0.24,0.02,0.1,0.0,0.0,0.51,0.169,5.45,0.21,0.001,13.88,0.44,0.1,0.09,0.02,0
124,1.92,19.73,0.03,1.11,0.008,1.87,0.16,0.02,0.04,0.76,0.76,0.198,10.69,1.33,0.006,15.3,4.8,0.06,0.41,0.02,1
2692,0.28,17.23,0.04,2.68,0.006,3.65,0.2,0.12,0.13,0.94,0.94,0.049,6.06,1.77,0.002,45.83,4.64,0.04,0.05,0.02,1
2115,0.08,19.17,0.05,0.76,0.006,6.6,0.7,0.29,0.5,0.7,0.7,0.136,18.77,1.99,0.001,35.36,3.09,0.02,0.38,0.02,0
6327,0.02,11.08,0.1,0.94,0.07,0.04,0.02,0.27,1.45,0.84,0.84,0.14,4.52,1.4,0.0,1.56,1.8,0.04,0.06,0.05,0
4213,0.07,0.29,0.05,0.74,0.06,0.34,0.09,0.03,0.84,0.0,0.006,0.007,3.65,0.46,0.01,3.42,0.25,0.1,0.07,0.01,0
4388,0.05,28.3,0.1,0.31,0.09,0.09,0.07,0.09,1.05,0.0,0.58,0.006,6.03,0.55,0.003,5.11,2.86,0.04,0.04,0.01,0
4210,0.01,24.68,0.06,0.46,0.01,0.2,0.04,0.03,0.97,0.0,0.003,0.051,3.33,0.83,0.006,0.04,0.98,0.04,0.03,0.08,1
4206,0.03,28.02,0.04,0.9,0.01,0.17,0.01,0.05,0.82,0.0,0.008,0.088,15.94,0.85,0.0,2.76,0.31,0.05,0.01,0.02,0
4889,0.07,20.17,0.08,0.73,0.07,0.09,0.04,0.1,1.22,0.0,0.52,0.176,3.77,0.77,0.006,0.08,0.78,0.01,0.04,0.08,0
3730,0.2,5.54,0.32,4.29,0.02,8.24,0.49,0.04,0.89,0.78,0.78,0.038,2.24,1.29,0.009,3.06,3.71,0.02,0.36,0.06,0
2385,0.02,8.38,0.01,2.2,0.001,7.38,0.3,1.71,0.03,0.6,0.6,0.193,10.52,1.25,0.003,34.99,1.75,0.01,0.04,0.04,0
7198,0.01,20.82,0.03,0.87,0.02,0.51,0.04,0.53,0.95,0.19,0.004,0.011,12.28,1.96,0.006,2.66,0.51,0.03,0.05,0.05,0
5500,0.04,25.99,0.03,0.84,0.04,0.3,0.09,0.87,0.29,0.0,0.58,0.195,8.35,1.68,0.007,0.44,3.17,0.06,0.1,0.02,0
7471,0.09,10.3,0.02,0.31,0.01,0.01,0.04,0.79,0.37,0.0,0.0,0.118,17.17,2.09,0.006,0.22,2.97,0.09,0.09,0.03,0
4122,0.02,25.05,0.09,0.7,0.09,0.02,0.09,0.05,0.16,0.0,0.003,0.043,6.83,0.23,0.008,0.4,4.42,0.02,0.05,0.05,1
1830,1.23,20.25,0.09,1.97,0.02,5.41,0.74,1.76,0.61,0.53,0.53,0.105,9.01,2.03,0.007,13.95,2.76,0.02,0.44,0.07,0
169,0.35,21.76,0.01,2.53,0.004,0.85,0.59,0.08,1.19,0.7,0.7,0.157,10.87,1.23,0.0,22.58,6.7,0.04,0.42,0.02,1
6827,0.04,24.02,0.06,0.02,0.08,0.5,0.09,1.81,0.0,0.0,0.003,0.12,1.8,1.34,0.008,9.14,0.04,0.03,0.09,0.01,0
6640,0.02,27.52,0.04,0.44,0.08,0.39,0.05,1.58,1.21,0.73,0.73,0.104,3.83,1.16,0.009,4.06,0.66,0.1,0.03,0.01,0
25,3.31,22.07,0.03,0.46,0.001,7.22,0.73,1.05,1.0,0.25,0.007,0.109,1.92,1.07,0.001,39.4,0.49,0.04,0.47,0.05,1
3435,0.07,16.52,0.16,2.0,0.0,5.79,0.16,0.36,0.55,0.03,0.005,0.19,0.68,2.12,0.007,28.62,3.71,0.06,0.13,0.04,0
1985,2.75,29.32,0.37,2.63,0.11,3.13,0.73,1.05,0.81,0.25,0.005,0.066,4.69,1.45,0.0,50.48,5.73,0.07,0.35,0.02,0
621,0.53,4.86,0.001,2.19,0.001,1.51,0.26,1.28,0.99,0.42,0.002,0.165,4.0,1.07,0.005,29.27,5.69,0.02,0.28,0.06,1
146,4.18,29.27,0.05,1.03,0.003,0.5,0.77,1.51,0.36,0.78,0.78,0.159,13.48,1.59,0.008,46.26,6.2,0.07,0.12,0.07,0
1473,0.4,21.19,0.6,0.66,0.07,4.9,0.51,0.01,1.1,0.0,0.89,0.142,17.48,1.44,0.006,36.48,1.36,0.0,0.41,0.08,0
752,4.81,26.64,0.02,2.29,0.005,0.7,0.17,1.57,0.11,0.0,0.0,0.018,7.49,1.95,0.001,2.72,0.35,0.08,0.22,0.05,1
6950,0.07,20.32,0.03,1.3,0.07,0.01,0.08,1.56,0.63,0.45,0.006,0.142,6.29,1.62,0.007,4.82,0.58,0.06,0.09,0.01,0
7036,0.09,26.72,0.03,0.02,0.05,0.06,0.02,0.91,0.42,0.44,0.006,0.107,13.52,2.02,0.009,11.16,0.26,0.04,0.04,0.0,0
1476,1.76,27.51,0.39,3.78,0.11,6.62,0.49,0.25,0.41,0.0,0.72,0.158,17.24,1.94,0.005,38.82,3.58,0.03,0.49,0.04,0
1067,0.59,22.23,0.8,2.66,0.05,6.77,0.89,0.93,0.2,0.0,0.0,0.105,6.78,1.6,0.002,18.81,0.63,0.04,0.43,0.05,0
6321,0.02,25.52,0.1,0.55,0.08,0.04,0.03,0.53,0.05,0.32,0.002,0.018,10.88,1.62,0.005,2.82,1.04,0.05,0.04,0.05,0
4285,0.09,11.26,0.06,0.22,0.09,0.16,0.02,0.06,1.16,0.0,0.87,0.126,17.99,0.17,0.008,10.61,5.49,0.03,0.0,0.08,0
1497,0.06,14.93,0.77,4.06,0.09,6.79,0.48,1.13,1.43,0.0,0.63,0.152,7.2,1.72,0.005,31.64,5.59,0.05,0.08,0.05,0
2256,0.05,7.87,0.02,0.23,0.004,6.76,0.28,0.36,0.45,0.79,0.79,0.198,7.1,1.36,0.008,12.99,1.1,0.0,0.33,0.06,0
1669,3.53,3.34,0.19,0.57,0.05,4.97,0.19,1.77,1.43,0.97,0.97,0.118,2.54,1.1,0.002,50.66,7.36,0.03,0.1,0.0,0
6239,0.0,21.07,0.01,0.1,0.05,0.02,0.1,0.06,0.14,0.66,0.66,0.144,0.54,1.63,0.006,1.44,5.38,0.02,0.06,0.05,0
2758,0.19,19.57,0.01,0.65,0.007,1.13,0.76,1.82,0.26,0.92,0.92,0.105,4.15,1.76,0.006,44.45,7.42,0.01,0.33,0.04,0
1130,2.61,1.26,0.53,4.05,0.06,3.69,0.03,1.39,1.12,0.0,0.0,0.108,10.02,1.61,0.009,49.87,4.39,0.02,0.11,0.07,0
2690,0.02,11.33,0.03,0.31,0.005,6.68,0.63,1.66,0.53,0.43,0.009,0.03,6.73,1.41,0.008,1.7,2.26,0.08,0.32,0.07,0
7645,0.04,0.51,0.05,0.25,0.03,0.1,0.05,0.99,0.8,0.0,0.0,0.148,18.06,1.2,0.002,1.2,0.65,0.06,0.06,0.01,0
6820,0.05,24.06,0.04,0.24,0.06,0.08,0.0,1.67,0.5,0.89,0.89,0.062,7.04,1.09,0.007,0.84,2.71,0.1,0.02,0.04,0
5586,0.04,6.05,0.01,0.77,0.01,0.52,0.03,1.87,1.14,0.41,0.001,0.033,3.68,0.42,0.001,11.59,0.68,0.08,0.07,0.05,0
4347,0.1,4.57,0.06,0.94,0.08,0.11,0.0,0.01,0.79,0.0,0.7,0.122,1.45,0.48,0.01,3.94,0.47,0.09,0.07,0.0,0
2399,0.06,22.34,0.04,0.23,0.001,6.31,0.55,0.68,1.2,0.26,0.006,0.155,15.05,1.26,0.009,39.22,7.81,0.05,0.06,0.0,0
3541,0.07,0.16,0.84,3.68,0.02,6.29,0.29,0.01,0.91,0.78,0.78,0.001,7.98,1.87,0.005,43.09,3.81,0.07,0.03,0.06,0
4436,0.04,13.86,0.02,0.22,0.01,0.17,0.09,0.1,0.65,0.0,0.57,0.19,7.01,0.37,0.009,6.37,0.39,0.03,0.06,0.09,0
5498,0.07,14.89,0.06,0.4,0.07,0.12,0.06,0.75,0.09,0.0,0.84,0.183,11.83,0.48,0.001,1.22,0.96,0.03,0.01,0.05,0
5677,0.03,8.99,0.09,0.52,0.09,0.0,0.07,0.58,1.32,0.59,0.59,0.118,9.21,0.93,0.005,1.32,0.3,0.04,0.02,0.06,0
5472,0.06,20.36,0.03,0.49,0.1,0.18,0.04,0.01,1.1,0.0,0.89,0.142,17.42,0.96,0.006,7.59,0.89,0.0,0.03,0.08,0
4807,0.07,24.39,0.04,0.33,0.05,0.43,0.01,0.06,0.11,0.0,0.004,0.133,13.26,0.26,0.005,8.83,0.96,0.0,0.05,0.08,0
7341,0.02,10.99,0.0,0.68,0.06,0.01,0.04,0.41,0.72,0.25,0.007,0.02,0.88,1.48,0.01,3.23,0.15,0.06,0.07,0.02,0
1617,3.06,13.74,0.16,4.54,0.1,3.57,0.46,0.73,1.43,0.0,0.84,0.001,11.67,1.83,0.004,5.06,4.26,0.08,0.26,0.07,0
1278,3.49,15.57,0.78,2.91,0.1,0.96,0.39,0.76,0.24,0.0,0.007,0.027,4.67,1.84,0.001,26.74,3.75,0.07,0.02,0.06,0
4046,0.05,10.63,0.02,1.07,0.06,0.49,0.02,0.1,0.52,0.0,0.002,0.131,8.21,0.25,0.005,2.57,0.36,0.06,0.04,0.05,1
2454,0.08,0.59,0.02,3.91,0.001,1.77,0.34,0.04,0.61,0.21,0.001,0.089,9.19,1.07,0.004,38.32,3.97,0.04,0.32,0.06,0
4,0.92,24.33,0.03,0.2,0.006,2.67,0.69,0.57,0.61,0.13,0.001,0.117,6.74,1.11,0.003,16.9,2.41,0.02,0.06,0.02,1
2052,0.13,18.64,0.04,1.31,0.003,5.47,0.04,1.97,0.59,0.18,0.007,0.169,5.03,1.84,0.004,38.49,7.12,0.07,0.28,0.01,0
7899,0.06,2.61,0.06,1.45,0.01,0.23,0.06,0.0,1.47,0.97,0.0,0.166,12.84,1.32,0.005,1.5,3.54,0.05,0.04,0.01,0
1047,0.99,10.73,0.36,4.9,0.11,5.49,0.72,0.3,0.52,0.0,0.0,0.131,8.61,1.32,0.005,21.82,4.27,0.06,0.25,0.05,0
4596,0.1,16.49,0.05,0.68,0.09,0.12,0.02,0.1,0.15,0.0,0.62,0.106,6.94,0.46,0.001,1.95,0.13,0.02,0.08,0.07,0
4298,0.06,10.44,0.08,1.91,0.1,0.39,0.01,0.02,0.79,0.0,0.59,0.119,14.08,0.54,0.001,0.28,2.18,0.08,0.03,0.05,0
5019,0.09,18.67,0.09,0.84,0.05,0.49,0.04,1.18,1.0,0.0,0.92,0.086,9.49,0.79,0.007,1.55,0.87,0.03,0.04,0.08,0
148,0.92,9.34,0.04,1.39,0.004,7.59,0.19,1.22,1.06,0.27,0.008,0.103,3.7,1.42,0.007,20.28,4.35,0.01,0.41,0.07,1
3338,0.08,1.24,0.33,2.85,0.04,4.23,0.15,1.43,0.68,0.42,0.005,0.108,17.53,1.68,0.001,13.32,2.6,0.04,0.2,0.01,0
2910,0.3,14.51,0.05,2.01,0.004,0.41,0.36,0.26,1.41,0.34,0.004,0.05,7.85,1.16,0.003,1.01,0.63,0.03,0.19,0.04,0
2430,0.04,22.56,0.03,3.09,0.006,4.37,0.2,0.05,0.03,0.24,0.002,0.011,6.75,1.38,0.001,55.07,0.55,0.04,0.12,0.07,0
3583,0.04,10.59,0.14,1.57,0.08,5.27,0.76,0.09,0.89,0.21,0.002,0.001,16.35,1.28,0.004,9.06,0.38,0.01,0.22,0.03,0
1215,0.34,23.64,0.53,3.45,0.02,6.44,0.87,1.41,0.37,0.0,0.0,0.085,5.37,1.91,0.007,27.35,1.89,0.06,0.13,0.08,0
1032,2.76,26.09,0.15,3.28,0.02,4.12,0.17,1.56,0.91,0.0,0.0,0.013,11.57,1.12,0.006,58.84,6.16,0.05,0.05,0.08,0
7452,0.04,8.31,0.02,0.69,0.03,0.31,0.03,0.98,0.79,0.72,0.72,0.115,1.26,1.44,0.002,0.12,0.34,0.05,0.03,0.07,0
7764,0.05,1.64,0.04,0.57,0.05,0.19,0.04,0.07,1.25,0.0,0.0,0.048,0.57,2.05,0.008,0.43,1.0,0.08,0.09,0.03,0
524,0.8,19.37,0.04,1.56,0.004,6.29,0.52,1.95,1.16,0.94,0.94,0.047,4.18,1.31,0.008,38.74,4.62,0.03,0.38,0.01,0
270,3.97,26.15,0.02,2.3,0.008,1.09,0.4,1.17,1.31,0.57,0.57,0.109,6.07,1.99,0.007,4.89,2.38,0.05,0.22,0.02,1
3881,0.2,21.02,0.53,0.75,0.08,2.16,0.25,0.05,1.09,0.34,0.005,0.084,6.61,2.07,0.001,22.17,4.6,0.06,0.04,0.01,1
2927,0.05,17.25,0.04,3.51,0.001,2.34,0.79,1.72,0.73,0.81,0.81,0.155,10.32,1.86,0.001,40.75,4.73,0.07,0.49,0.09,0
740,1.55,11.3,0.02,3.14,0.007,7.52,0.03,0.1,1.38,0.0,0.0,0.033,7.43,1.55,0.007,19.77,2.42,0.09,0.26,0.02,1
6958,0.08,28.68,0.06,0.04,0.08,0.09,0.02,1.8,0.55,0.26,0.006,0.097,14.75,1.63,0.004,0.49,0.65,0.08,0.04,0.07,0
7547,0.04,0.28,0.07,0.26,0.07,0.06,0.03,0.49,1.15,0.0,0.0,0.081,9.73,1.93,0.004,0.19,1.29,0.07,0.05,0.07,0
7799,0.07,1.43,0.03,0.34,0.1,0.07,0.06,0.02,0.66,0.0,0.0,0.155,16.96,1.64,0.002,1.92,7.2,0.07,0.03,0.04,0
2687,0.06,5.77,0.03,1.21,0.001,5.33,0.57,0.58,0.62,0.36,0.005,0.006,9.58,1.25,0.003,36.9,7.5,0.02,0.09,0.03,0
5452,0.07,9.99,0.08,0.98,0.07,0.23,0.08,0.98,0.79,0.0,0.72,0.115,1.75,0.03,0.002,0.18,1.56,0.05,0.06,0.07,0
3867,0.04,19.23,0.6,1.91,0.06,2.75,0.42,0.09,0.47,0.04,0.007,0.176,19.62,1.77,0.008,8.16,7.17,0.06,0.45,0.02,0
1085,4.69,22.41,0.78,3.29,0.09,6.61,0.41,1.44,0.58,0.0,0.0,0.191,10.36,2.22,0.008,22.31,6.53,0.02,0.21,0.08,0
5559,0.06,4.28,0.04,0.0,0.01,0.08,0.04,0.18,0.37,0.03,0.008,0.081,11.14,0.86,0.007,1.08,0.98,0.03,0.04,0.03,0
3616,0.08,20.15,0.44,0.76,0.07,7.93,0.02,0.07,1.45,0.19,0.006,0.001,17.37,1.48,0.008,32.29,6.93,0.02,0.11,0.08,0
1157,4.76,23.31,0.41,1.88,0.11,6.84,0.43,1.83,1.03,0.0,0.0,0.137,10.85,1.75,0.002,44.05,1.08,0.06,0.27,0.02,0
4059,0.05,29.12,0.04,0.35,0.08,0.1,0.04,0.04,0.03,0.0,0.98,0.068,10.9,0.87,0.005,0.39,0.73,0.05,0.07,0.02,0
6181,0.06,1.33,0.08,0.17,0.0,0.05,0.06,1.33,1.0,0.18,0.005,0.152,16.52,1.48,0.006,1.75,0.45,0.07,0.1,0.06,0
1510,2.74,0.87,0.28,0.97,0.09,1.04,0.05,0.8,0.36,0.0,0.64,0.087,7.72,1.22,0.01,37.31,2.58,0.03,0.06,0.08,0
3300,0.07,26.86,0.62,3.99,0.07,6.52,0.12,1.41,0.92,0.93,0.93,0.075,16.23,2.58,0.005,33.61,5.24,0.05,0.15,0.07,0
2877,0.13,28.57,0.03,1.0,0.008,4.96,0.66,0.8,0.91,0.15,0.008,0.05,9.65,1.42,0.005,12.48,7.93,0.09,0.42,0.01,0
4742,0.01,28.94,0.02,0.29,0.05,0.04,0.06,0.05,0.72,0.0,0.004,0.009,9.68,0.64,0.002,1.49,4.23,0.05,0.03,0.09,0
7214,0.01,18.33,0.04,0.42,0.09,0.58,0.09,1.41,0.37,0.79,0.79,0.085,5.77,1.7,0.007,3.42,0.85,0.06,0.03,0.08,0
1727,1.56,9,0.04,2.69,0.09,7.74,0.76,0.27,1.42,0.8,0.8,0.107,14.61,2.09,0.002,55.13,3.91,0.08,0.13,0.04,0
5733,0.07,18.7,0.05,1.62,0.03,0.02,0.09,1.05,0.69,0.77,0.77,0.052,10.26,0.99,0.002,0.57,5.34,0.01,0.04,0.04,0
1113,3.57,1.97,1.01,2.91,0.02,2.02,0.32,0.94,0.26,0.0,0.0,0.023,11.2,1.52,0.003,51.01,4.23,0.06,0.03,0.04,0
2095,0.17,13.55,0.03,3.28,0.001,2.38,0.17,0.25,1.25,0.7,0.7,0.129,15.72,1.81,0.003,10.88,5.41,0.03,0.11,0.07,0
1304,1.95,28.75,0.25,4.02,0.1,5.25,0.22,0.51,0.07,0.0,0.006,0.075,8.08,1.47,0.001,48.89,3.74,0.06,0.27,0.01,0
4391,0.08,15.86,0.09,1.59,0.09,0.31,0.05,0.02,0.74,0.0,0.55,0.093,7.85,0.9,0.009,6.6,3.42,0.09,0.03,0.05,0
3528,0.39,17.53,0.5,0.99,0.07,6.52,0.56,0.03,0.66,0.07,0.008,0.001,0.88,1.99,0.008,24.97,2.59,0.02,0.18,0.05,0
7003,0.0,23.32,0.06,0.89,0.08,0.01,0.04,0.57,0.61,0.13,0.001,0.117,6.89,1.3,0.003,5.81,0.38,0.02,0.09,0.02,0
1524,0.85,19.27,0.19,1.88,0.05,6.48,0.52,1.95,1.16,0.0,0.94,0.047,4.23,1.47,0.008,43.72,4.62,0.03,0.38,0.01,0
3886,0.25,28.19,0.13,3.68,0.01,3.92,0.04,0.05,1.36,0.72,0.72,0.161,12.27,1.34,0.008,48.98,6.59,0.06,0.11,0.04,0
272,3.73,4.69,0.04,0.17,0.008,1.87,0.69,1.49,0.75,0.66,0.66,0.099,10.1,1.67,0.007,40.92,6.53,0.02,0.07,0.09,1
4246,0.07,5.75,0.07,0.57,0.07,0.01,0.02,0.02,0.97,0.0,0.004,0.199,13.63,0.33,0.006,1.18,2.86,0.07,0.05,0.08,0
6146,0.04,1.03,0.02,0.42,0.04,0.19,0.06,1.99,0.48,0.33,0.001,0.05,17.88,1.28,0.0,1.94,3.24,0.09,0.0,0.0,0
4823,0.05,0.13,0.03,0.16,0.03,0.0,0.02,0.04,1.19,0.0,0.003,0.13,4.22,0.96,0.009,0.37,0.21,0.07,0.06,0.06,1
1696,1.79,19.79,0.66,1.46,0.05,5.65,0.44,1.75,0.3,0.56,0.56,0.166,9.73,1.9,0.006,54.9,7.55,0.06,0.1,0.02,0
7762,0.09,6.17,0.01,1.54,0.03,0.04,0.07,0.05,0.01,0.0,0.0,0.101,15.99,1.64,0.007,0.59,6.0,0.01,0.06,0.04,0
12,1.88,19.26,0.02,2.78,0.008,0.05,0.42,1.0,0.09,0.91,0.91,0.103,4.37,1.95,0.006,22.12,1.97,0.03,0.06,0.05,1
3222,0.04,0.88,0.48,1.72,0.13,4.58,0.24,1.66,0.64,0.1,0.002,0.124,12.44,1.3,0.007,32.69,3.65,0.05,0.37,0.02,0
7973,0.01,3.78,0.03,1.92,0.05,0.23,0.07,0.04,1.33,0.21,0.0,0.151,9.56,1.0,0.009,4.53,7.23,0.08,0.01,0.01,0
1577,2.68,26.63,0.7,1.17,0.02,0.9,0.9,1.86,0.26,0.0,0.55,0.013,1.91,1.82,0.008,17.92,1.34,0.03,0.19,0.05,0
1191,0.06,18.97,0.21,2.17,0.1,4.85,0.65,0.73,0.82,0.0,0.0,0.122,2.22,1.66,0.007,37.91,2.87,0.1,0.01,0.04,0
2724,0.04,5.04,0.01,3.41,0.008,4.39,0.19,0.67,0.75,0.08,0.001,0.034,4.54,1.58,0.008,7.82,1.84,0.07,0.14,0.07,0
6063,0.04,20.46,0.03,0.98,0.06,0.02,0.04,0.19,0.52,0.74,0.74,0.062,6.69,1.79,0.004,0.38,0.7,0.0,0.09,0.02,0
7372,0.1,5.01,0.06,0.23,0.05,0.01,0.05,1.93,0.78,0.55,0.55,0.17,18.25,1.59,0.003,0.44,1.47,0.04,0.06,0.01,0
1930,2.63,12.53,0.49,3.03,0.04,0.65,0.18,0.38,0.27,0.08,0.006,0.131,13.12,1.78,0.001,54.09,6.15,0.02,0.42,0.05,0
5338,0.07,6.17,0.06,0.79,0.05,0.5,0.07,0.1,0.86,0.0,0.003,0.007,15.85,0.09,0.001,0.34,1.57,0.05,0.04,0.05,0
7862,0.09,2.83,0.0,2.06,0.03,0.06,0.08,0.0,1.23,0.0,0.0,0.142,1.61,1.33,0.002,1.74,5.17,0.02,0.04,0.04,0
6986,0.05,23.58,0.05,0.11,0.05,0.06,0.08,1.14,1.16,0.85,0.85,0.114,0.74,1.43,0.005,2.63,3.75,0.05,0.07,0.06,0
2574,0.02,26.19,0.02,2.93,0.005,3.96,0.4,0.76,1.05,0.4,0.007,0.185,13.73,1.98,0.003,5.89,2.53,0.05,0.41,0.07,0
5913,0.08,27.14,0.04,1.08,0.04,0.23,0.06,0.69,1.39,0.89,0.89,0.005,8.41,0.02,0.005,2.04,0.76,0.08,0.05,0.0,0
7161,0.02,1.57,0.09,0.4,0.09,0.03,0.02,0.07,0.7,0.01,0.0,0.008,7.43,1.81,0.006,5.74,6.72,0.06,0.0,0.08,0
6977,0.06,7.86,0.04,0.6,0.07,0.08,0.02,1.22,0.78,0.46,0.007,0.082,17.53,1.51,0.006,11.15,4.09,0.04,0.01,0.01,0
5363,0.04,11.97,0.07,0.32,0.02,0.1,0.08,1.97,1.36,0.0,0.001,0.06,15.21,0.89,0.004,1.98,0.41,0.03,0.04,0.05,0
5915,0.07,4.9,0.05,1.03,0.03,0.07,0.03,0.29,1.14,0.77,0.77,0.174,9.85,0.85,0.006,7.29,0.32,0.04,0.06,0.09,0
2269,0.02,2.09,0.01,3.89,0.004,1.48,0.18,0.66,0.88,0.68,0.68,0.113,17.85,1.99,0.002,13.46,5.33,0.01,0.38,0.05,0
7216,0.09,3.17,0.08,0.49,0.03,0.15,0.03,1.6,0.15,0.91,0.91,0.01,14.66,2.25,0.006,2.43,0.65,0.04,0.07,0.0,0
1358,1.14,1.97,0.31,3.45,0.1,3.44,0.25,0.39,0.76,0.0,0.004,0.082,15.67,1.92,0.01,3.35,2.82,0.02,0.45,0.01,0
2674,0.29,7.74,0.02,0.47,0.008,4.54,0.1,1.47,0.37,0.74,0.74,0.13,16.78,1.9,0.006,1.95,0.91,0.06,0.18,0.03,0
1801,4.88,26.2,0.09,0.48,0.1,1.55,0.53,0.53,0.88,0.93,0.93,0.076,15.87,1.12,0.009,52.59,6.6,0.05,0.34,0.05,0
5978,0.08,13.33,0.02,1.76,0.01,0.29,0.03,1.67,0.62,0.02,0.004,0.09,13.71,0.18,0.008,0.91,1.34,0.07,0.0,0.06,0
3085,0.06,22.41,0.58,3.21,0.06,6.57,0.41,1.44,0.58,0.96,0.96,0.191,10.72,2.01,0.008,22.15,6.53,0.02,0.21,0.08,0
2264,0.09,22.74,0.02,0.01,0.005,7.75,0.06,0.28,0.28,0.19,0.0,0.137,18.51,1.36,0.009,18.1,6.93,0.1,0.26,0.02,0
7542,0.03,3.8,0.02,3.51,0.05,0.04,0.08,1.98,0.28,0.0,0.0,0.11,10.18,1.57,0.007,0.09,0.98,0.02,0.02,0.03,0
2018,0.1,26.94,0.02,0.36,0.001,1.21,0.68,0.71,0.99,0.75,0.75,0.071,0.31,1.22,0.002,56.7,1.0,0.0,0.41,0.05,0
823,3.65,28.57,0.03,3.1,0.004,6.09,0.04,0.57,0.92,0.0,0.0,0.037,6.39,1.82,0.007,13.01,5.33,0.05,0.1,0.05,1
1140,3.91,10.92,0.93,4.29,0.1,4.05,0.14,1.04,1.39,0.0,0.0,0.176,4.13,1.26,0.008,51.09,6.42,0.03,0.43,0.05,0
3369,0.14,12.59,0.66,3.77,0.1,7.91,0.65,1.78,0.01,0.75,0.75,0.153,5.83,2.27,0.004,50.2,2.86,0.01,0.23,0.07,0
3054,0.04,8.53,0.25,1.85,0.04,6.52,0.49,0.65,0.9,0.58,0.58,0.093,10.4,1.47,0.003,38.73,5.8,0.05,0.24,0.05,0
4110,0.03,15.84,0.02,1.31,0.06,0.19,0.02,0.06,1.21,0.0,0.65,0.042,10.34,0.45,0.005,1.06,0.29,0.06,0.02,0.05,0
5221,0.1,0.17,0.03,0.39,0.03,0.22,0.07,1.66,0.64,0.1,0.002,0.124,12.69,0.47,0.007,7.84,0.57,0.05,0.09,0.02,0
2990,0.02,28.74,0.02,3.15,0.004,6.4,0.27,0.2,0.58,0.8,0.8,0.112,11.7,1.58,0.007,20.46,7.21,0.07,0.46,0.09,0
4264,0.08,1.59,0.08,0.72,0.07,0.18,0.06,0.01,1.4,0.0,0.95,0.025,9.35,0.05,0.007,0.47,5.77,0.04,0.05,0.08,0
3596,0.08,9.97,0.31,3.04,0.04,3.35,0.49,0.08,1.14,0.91,0.91,0.001,6.24,1.97,0.006,19.41,0.1,0.03,0.21,0.06,0
6749,0.06,1.15,0.01,0.12,0.08,0.07,0.02,0.51,0.91,0.7,0.7,0.041,13.57,1.46,0.005,7.03,0.41,0.02,0.08,0.07,0
1940,3.73,14.36,0.9,3.6,0.12,2.06,0.87,1.45,0.04,0.13,0.007,0.074,16.74,1.56,0.008,48.5,7.15,0.09,0.24,0.0,0
1608,3.23,26.05,0.51,1.99,0.08,0.0,0.88,0.62,1.1,0.0,0.001,0.001,18.57,1.81,0.001,13.62,4.55,0.02,0.35,0.0,0
4696,0.06,22.76,0.02,0.75,0.08,0.07,0.07,0.02,0.27,0.0,0.005,0.013,17.62,0.63,0.001,10.39,3.55,0.02,0.0,0.08,0
4601,0.06,10.72,0.09,0.51,0.03,0.31,0.02,0.07,0.79,0.0,0.005,0.033,13.49,0.46,0.006,0.96,0.9,0.04,0.1,0.02,0
7573,0.04,0.19,0.07,0.33,0.03,0.13,0.04,1.68,0.76,0.0,0.0,0.163,5.45,1.83,0.002,0.1,0.81,0.03,0.01,0.08,0
652,1.76,29.1,0.01,2.38,0.009,3.42,0.86,1.61,1.39,0.09,0.005,0.043,16.1,1.13,0.0,39.6,3.6,0.04,0.12,0.05,0
2156,0.01,12.46,0.05,2.01,0.008,6.5,0.8,1.8,1.46,0.31,0.004,0.113,9.8,1.13,0.006,14.24,3.95,0.09,0.44,0.07,0
5821,0.03,7.02,0.08,0.61,0.09,0.28,0.07,1.65,1.23,0.02,0.006,0.048,10.62,0.09,0.002,1.64,0.74,0.1,0.07,0.01,0
783,1.25,19.22,0.03,1.09,0.008,6.56,0.84,1.72,0.91,0.0,0.0,0.019,4.07,1.35,0.008,26.65,6.98,0.03,0.18,0.04,1
6268,0.03,1.87,0.09,2.13,0.09,0.09,0.07,0.66,0.88,0.68,0.68,0.113,17.85,1.99,0.002,1.9,4.82,0.01,0.04,0.05,0
1756,2.72,7.13,1.02,3.77,0.07,4.4,0.75,1.93,0.18,0.49,0.008,0.04,6.33,2.01,0.007,28.21,5.34,0.04,0.03,0.06,0
3273,0.02,4.72,0.68,0.55,0.06,4.63,0.04,0.29,1.28,0.96,0.96,0.04,11.17,1.69,0.003,6.98,7.74,0.09,0.4,0.07,0
3954,0.06,22.81,0.58,1.38,0.08,4.21,0.37,0.07,0.69,0.22,0.002,0.054,10.57,1.21,0.007,4.2,6.7,0.09,0.37,0.04,0
3105,0.04,26.67,0.76,0.41,0.05,7.86,0.15,1.65,0.08,0.51,0.51,0.025,14.59,1.82,0.002,3.58,4.41,0.08,0.34,0.06,0
